timestamp,motion,lux_nocturno,temperature
2026-09-12T01:03:00Z,0,41.7,15.6
2026-09-12T01:04:00Z,0,46.8,15.1
2026-09-12T01:05:00Z,0,38.6,15.5
2026-09-12T01:06:00Z,1,29.2,16.4
2026-09-12T01:07:00Z,1,27.3,14.9
2026-09-12T01:08:00Z,0,44.8,14.7
2026-09-12T01:09:00Z,1,29.9,14.7
2026-09-12T01:10:00Z,0,42.8,15.1
2026-09-12T01:11:00Z,0,26.1,14.8
2026-09-12T01:12:00Z,1,45.0,15.3
2026-09-12T01:13:00Z,0,38.8,14.8
2026-09-12T01:14:00Z,0,46.2,15.5
2026-09-12T01:15:00Z,0,25.6,14.8
2026-09-12T01:16:00Z,0,39.4,16.6
2026-09-12T01:17:00Z,0,32.1,15.9
2026-09-12T01:18:00Z,1,27.3,15.7
2026-09-12T01:19:00Z,0,47.3,15.4
2026-09-12T01:20:00Z,1,47.0,16.0
2026-09-12T01:21:00Z,0,48.5,15.1
2026-09-12T01:22:00Z,0,47.0,15.4
2026-09-12T01:23:00Z,0,28.5,15.7
2026-09-12T01:24:00Z,0,25.3,15.2
2026-09-12T01:25:00Z,1,48.4,14.8
2026-09-12T01:26:00Z,0,43.4,14.7
2026-09-12T01:27:00Z,1,46.8,14.0
2026-09-12T01:28:00Z,0,43.9,15.1
2026-09-12T01:29:00Z,0,26.5,15.9
2026-09-12T01:30:00Z,0,30.6,16.3
2026-09-12T01:31:00Z,0,47.0,15.5
2026-09-12T01:32:00Z,1,42.4,15.4
2026-09-12T01:33:00Z,0,47.6,15.7
2026-09-12T01:34:00Z,0,35.3,15.1
2026-09-12T01:35:00Z,1,35.0,15.9
2026-09-12T01:36:00Z,1,32.2,16.7
2026-09-12T01:37:00Z,0,43.1,16.4
2026-09-12T01:38:00Z,0,47.2,14.6
2026-09-12T01:39:00Z,0,33.1,16.1
2026-09-12T01:40:00Z,0,33.1,15.9
2026-09-12T01:41:00Z,0,42.4,16.4
2026-09-12T01:42:00Z,0,31.7,15.9
2026-09-12T01:43:00Z,0,49.6,15.1
2026-09-12T01:44:00Z,0,27.0,15.4
2026-09-12T01:45:00Z,0,47.7,15.5
2026-09-12T01:46:00Z,0,34.7,16.4
2026-09-12T01:47:00Z,0,46.2,16.0
2026-09-12T01:48:00Z,0,40.7,15.7
2026-09-12T01:49:00Z,0,38.6,15.1
2026-09-12T01:50:00Z,0,44.7,15.7
2026-09-12T01:51:00Z,0,33.7,16.0
2026-09-12T01:52:00Z,0,50.0,16.4
2026-09-12T01:53:00Z,0,27.0,16.2
2026-09-12T01:54:00Z,1,31.7,15.7
2026-09-12T01:55:00Z,0,33.0,16.2
2026-09-12T01:56:00Z,0,34.4,16.5
2026-09-12T01:57:00Z,1,39.5,15.2
2026-09-12T01:58:00Z,0,42.3,15.9
2026-09-12T01:59:00Z,0,45.1,16.2
2026-09-12T02:00:00Z,0,46.4,16.0
2026-09-12T02:01:00Z,0,45.8,15.7
2026-09-12T02:02:00Z,0,27.3,16.0
2026-09-12T02:03:00Z,0,27.3,16.6
2026-09-12T02:04:00Z,0,24.4,15.4
2026-09-12T02:05:00Z,0,33.9,16.3
2026-09-12T02:06:00Z,1,40.5,16.8
2026-09-12T02:07:00Z,1,25.5,14.8
2026-09-12T02:08:00Z,1,34.0,15.7
2026-09-12T02:09:00Z,0,27.1,15.2
2026-09-12T02:10:00Z,0,44.1,16.2
2026-09-12T02:11:00Z,1,31.2,15.8
2026-09-12T02:12:00Z,0,25.4,15.8
2026-09-12T02:13:00Z,1,43.0,16.2
2026-09-12T02:14:00Z,0,27.7,16.3
2026-09-12T02:15:00Z,0,29.9,15.7
2026-09-12T02:16:00Z,0,41.1,16.9
2026-09-12T02:17:00Z,0,38.2,16.3
2026-09-12T02:18:00Z,0,38.6,16.3
2026-09-12T02:19:00Z,0,48.3,17.3
2026-09-12T02:20:00Z,0,47.8,15.5
2026-09-12T02:21:00Z,1,37.6,16.9
2026-09-12T02:22:00Z,1,40.0,15.8
2026-09-12T02:23:00Z,1,44.7,16.9
2026-09-12T02:24:00Z,0,29.3,15.3
2026-09-12T02:25:00Z,0,44.2,15.9
2026-09-12T02:26:00Z,0,33.8,16.6
2026-09-12T02:27:00Z,1,47.0,15.6
2026-09-12T02:28:00Z,0,29.8,16.3
2026-09-12T02:29:00Z,0,44.6,17.2
2026-09-12T02:30:00Z,0,28.9,17.3
2026-09-12T02:31:00Z,1,36.7,16.0
2026-09-12T02:32:00Z,1,35.5,17.5
2026-09-12T02:33:00Z,1,44.3,16.7
2026-09-12T02:34:00Z,0,42.3,17.1
2026-09-12T02:35:00Z,1,45.1,17.3
2026-09-12T02:36:00Z,0,37.2,16.7
2026-09-12T02:37:00Z,1,40.4,16.0
2026-09-12T02:38:00Z,0,41.8,16.4
2026-09-12T02:39:00Z,0,45.3,16.7
2026-09-12T02:40:00Z,1,40.7,17.9
2026-09-12T02:41:00Z,0,39.8,17.9
2026-09-12T02:42:00Z,0,33.4,17.4
2026-09-12T02:43:00Z,1,42.9,17.2
2026-09-12T02:44:00Z,1,45.9,16.7
2026-09-12T02:45:00Z,0,35.6,16.4
2026-09-12T02:46:00Z,1,46.0,17.5
2026-09-12T02:47:00Z,1,46.0,18.8
2026-09-12T02:48:00Z,0,41.8,17.5
2026-09-12T02:49:00Z,1,29.8,16.9
2026-09-12T02:50:00Z,0,24.9,18.0
2026-09-12T02:51:00Z,0,45.3,17.5
2026-09-12T02:52:00Z,0,27.1,18.2
2026-09-12T02:53:00Z,1,38.6,17.3
2026-09-12T02:54:00Z,0,35.5,17.4
2026-09-12T02:55:00Z,0,37.4,17.1
2026-09-12T02:56:00Z,0,36.0,18.1
2026-09-12T02:57:00Z,0,48.2,16.4
2026-09-12T02:58:00Z,0,23.2,17.6
2026-09-12T02:59:00Z,0,25.1,18.6
2026-09-12T03:00:00Z,0,26.6,16.7
2026-09-12T03:01:00Z,1,29.9,17.1
2026-09-12T03:02:00Z,1,38.7,18.5
2026-09-12T03:03:00Z,0,24.4,17.3
2026-09-12T03:04:00Z,1,42.7,17.7
2026-09-12T03:05:00Z,1,43.3,18.4
2026-09-12T03:06:00Z,0,37.9,17.2
2026-09-12T03:07:00Z,0,39.3,18.6
2026-09-12T03:08:00Z,1,40.9,17.4
2026-09-12T03:09:00Z,0,26.8,18.3
2026-09-12T03:10:00Z,0,27.7,17.8
2026-09-12T03:11:00Z,1,27.9,17.1
2026-09-12T03:12:00Z,0,25.2,17.2
2026-09-12T03:13:00Z,0,45.4,17.6
2026-09-12T03:14:00Z,0,41.9,17.2
2026-09-12T03:15:00Z,0,44.9,18.5
2026-09-12T03:16:00Z,0,36.2,17.4
2026-09-12T03:17:00Z,0,43.4,18.2
2026-09-12T03:18:00Z,1,25.1,17.8
2026-09-12T03:19:00Z,1,45.1,16.5
2026-09-12T03:20:00Z,0,42.1,17.5
2026-09-12T03:21:00Z,1,35.7,16.4
2026-09-12T03:22:00Z,0,46.6,18.5
2026-09-12T03:23:00Z,0,29.7,18.6
2026-09-12T03:24:00Z,0,43.3,17.3
2026-09-12T03:25:00Z,0,49.0,16.1
2026-09-12T03:26:00Z,0,45.2,18.8
2026-09-12T03:27:00Z,0,46.2,18.4
2026-09-12T03:28:00Z,0,39.4,18.3
2026-09-12T03:29:00Z,0,37.6,17.6
2026-09-12T03:30:00Z,0,43.0,18.4
2026-09-12T03:31:00Z,0,41.3,18.5
2026-09-12T03:32:00Z,0,45.2,18.2
2026-09-12T03:33:00Z,1,29.7,18.3
2026-09-12T03:34:00Z,0,32.9,18.7
2026-09-12T03:35:00Z,0,27.4,18.4
2026-09-12T03:36:00Z,1,41.1,18.4
2026-09-12T03:37:00Z,0,36.2,18.9
2026-09-12T03:38:00Z,0,33.3,18.5
2026-09-12T03:39:00Z,0,25.6,18.5
2026-09-12T03:40:00Z,1,42.5,18.8
2026-09-12T03:41:00Z,0,25.1,18.7
2026-09-12T03:42:00Z,0,47.3,17.4
2026-09-12T03:43:00Z,0,24.8,17.6
2026-09-12T03:44:00Z,0,30.0,18.1
2026-09-12T03:45:00Z,0,26.0,18.3
2026-09-12T03:46:00Z,1,42.7,18.5
2026-09-12T03:47:00Z,0,31.1,18.1
2026-09-12T03:48:00Z,0,36.9,18.3
2026-09-12T03:49:00Z,0,46.4,18.8
2026-09-12T03:50:00Z,1,30.4,19.0
2026-09-12T03:51:00Z,1,28.4,18.2
2026-09-12T03:52:00Z,0,34.1,18.5
2026-09-12T03:53:00Z,0,25.9,18.1
2026-09-12T03:54:00Z,0,34.4,19.2
2026-09-12T03:55:00Z,0,42.8,17.5
2026-09-12T03:56:00Z,0,44.5,19.9
2026-09-12T03:57:00Z,0,44.1,18.8
2026-09-12T03:58:00Z,1,46.0,19.8
2026-09-12T03:59:00Z,1,39.1,19.6
2026-09-12T04:00:00Z,0,43.0,18.7
2026-09-12T04:01:00Z,1,40.0,19.7
2026-09-12T04:02:00Z,1,26.4,18.8
2026-09-12T04:03:00Z,0,44.2,18.1
2026-09-12T04:04:00Z,0,31.4,18.5
2026-09-12T04:05:00Z,0,29.8,18.8
2026-09-12T04:06:00Z,0,46.5,19.1
2026-09-12T04:07:00Z,0,25.6,20.1
2026-09-12T04:08:00Z,1,33.9,19.1
2026-09-12T04:09:00Z,1,36.6,19.4
2026-09-12T04:10:00Z,0,29.1,18.5
2026-09-12T04:11:00Z,0,40.4,19.0
2026-09-12T04:12:00Z,0,28.1,19.0
2026-09-12T04:13:00Z,0,45.7,19.1
2026-09-12T04:14:00Z,1,38.9,18.8
2026-09-12T04:15:00Z,1,28.7,18.6
2026-09-12T04:16:00Z,0,34.9,18.6
2026-09-12T04:17:00Z,1,37.6,19.4
2026-09-12T04:18:00Z,0,26.6,20.2
2026-09-12T04:19:00Z,0,47.9,19.4
2026-09-12T04:20:00Z,0,41.3,20.0
2026-09-12T04:21:00Z,1,41.9,18.8
2026-09-12T04:22:00Z,0,29.2,19.0
2026-09-12T04:23:00Z,1,28.2,20.6
2026-09-12T04:24:00Z,0,39.5,20.4
2026-09-12T04:25:00Z,1,33.7,19.8
2026-09-12T04:26:00Z,0,47.2,18.7
2026-09-12T04:27:00Z,1,40.6,17.9
2026-09-12T04:28:00Z,0,34.8,20.1
2026-09-12T04:29:00Z,0,42.9,20.9
2026-09-12T04:30:00Z,0,49.0,19.2
2026-09-12T04:31:00Z,0,46.5,20.0
2026-09-12T04:32:00Z,1,36.2,19.2
2026-09-12T04:33:00Z,0,27.5,19.3
2026-09-12T04:34:00Z,0,24.4,19.5
2026-09-12T04:35:00Z,0,34.7,20.5
2026-09-12T04:36:00Z,0,41.2,20.6
2026-09-12T04:37:00Z,1,25.4,20.1
2026-09-12T04:38:00Z,0,34.3,19.6
2026-09-12T04:39:00Z,0,40.9,20.7
2026-09-12T04:40:00Z,0,40.4,19.4
2026-09-12T04:41:00Z,0,25.1,20.8
2026-09-12T04:42:00Z,0,25.5,19.6
2026-09-12T04:43:00Z,0,38.2,20.4
2026-09-12T04:44:00Z,1,40.9,19.1
2026-09-12T04:45:00Z,0,24.4,20.4
2026-09-12T04:46:00Z,0,31.1,20.8
2026-09-12T04:47:00Z,0,33.5,18.9
2026-09-12T04:48:00Z,0,42.9,19.4
2026-09-12T04:49:00Z,1,39.3,19.3
2026-09-12T04:50:00Z,0,33.0,20.6
2026-09-12T04:51:00Z,0,45.2,20.7
2026-09-12T04:52:00Z,0,29.5,20.2
2026-09-12T04:53:00Z,0,29.0,20.1
2026-09-12T04:54:00Z,0,26.5,19.6
2026-09-12T04:55:00Z,1,38.9,20.2
2026-09-12T04:56:00Z,0,32.7,20.5
2026-09-12T04:57:00Z,1,45.8,20.1
2026-09-12T04:58:00Z,0,47.2,20.7
2026-09-12T04:59:00Z,0,40.3,20.7
2026-09-12T05:00:00Z,0,40.9,20.1
2026-09-12T05:01:00Z,0,27.0,20.4
2026-09-12T05:02:00Z,0,44.3,20.8
2026-09-12T05:03:00Z,0,39.4,20.3
2026-09-12T05:04:00Z,0,32.7,20.3
2026-09-12T05:05:00Z,0,26.5,20.7
2026-09-12T05:06:00Z,1,44.3,21.0
2026-09-12T05:07:00Z,0,28.7,19.7
2026-09-12T05:08:00Z,1,33.3,20.3
2026-09-12T05:09:00Z,0,39.9,19.6
2026-09-12T05:10:00Z,0,37.2,19.7
2026-09-12T05:11:00Z,1,28.8,20.2
2026-09-12T05:12:00Z,0,35.1,20.6
2026-09-12T05:13:00Z,1,27.0,20.9
2026-09-12T05:14:00Z,0,32.9,21.0
2026-09-12T05:15:00Z,1,36.9,20.3
2026-09-12T05:16:00Z,1,39.0,22.0
2026-09-12T05:17:00Z,0,36.5,20.9
2026-09-12T05:18:00Z,0,29.5,21.3
2026-09-12T05:19:00Z,0,48.5,21.2
2026-09-12T05:20:00Z,0,37.6,21.1
2026-09-12T05:21:00Z,0,30.9,20.4
2026-09-12T05:22:00Z,0,44.9,20.9
2026-09-12T05:23:00Z,0,33.0,22.1
2026-09-12T05:24:00Z,1,32.0,21.2
2026-09-12T05:25:00Z,0,33.0,22.4
2026-09-12T05:26:00Z,0,38.8,20.6
2026-09-12T05:27:00Z,0,41.0,22.1
2026-09-12T05:28:00Z,1,45.1,20.9
2026-09-12T05:29:00Z,0,40.2,21.4
2026-09-12T05:30:00Z,1,42.6,21.8
2026-09-12T05:31:00Z,0,42.4,20.1
2026-09-12T05:32:00Z,0,38.5,21.1
2026-09-12T05:33:00Z,0,25.8,21.7
2026-09-12T05:34:00Z,1,40.3,21.0
2026-09-12T05:35:00Z,0,30.1,20.9
2026-09-12T05:36:00Z,0,26.0,22.3
2026-09-12T05:37:00Z,1,41.3,21.9
2026-09-12T05:38:00Z,0,45.5,21.0
2026-09-12T05:39:00Z,0,39.7,21.3
2026-09-12T05:40:00Z,0,41.1,20.5
2026-09-12T05:41:00Z,0,33.9,21.2
2026-09-12T05:42:00Z,0,37.5,21.8
2026-09-12T05:43:00Z,0,34.5,21.0
2026-09-12T05:44:00Z,0,40.1,21.5
2026-09-12T05:45:00Z,1,37.6,22.9
2026-09-12T05:46:00Z,0,42.5,22.1
2026-09-12T05:47:00Z,1,43.1,22.6
2026-09-12T05:48:00Z,0,42.7,22.5
2026-09-12T05:49:00Z,1,37.7,22.2
2026-09-12T05:50:00Z,0,47.2,21.9
2026-09-12T05:51:00Z,0,45.0,21.0
2026-09-12T05:52:00Z,0,39.2,22.3
2026-09-12T05:53:00Z,0,35.4,22.1
2026-09-12T05:54:00Z,1,36.0,22.8
2026-09-12T05:55:00Z,0,37.6,22.0
2026-09-12T05:56:00Z,1,26.7,22.5
2026-09-12T05:57:00Z,0,45.5,21.4
2026-09-12T05:58:00Z,1,42.8,22.0
2026-09-12T05:59:00Z,0,44.5,22.3
2026-09-12T06:00:00Z,0,2.5,22.2
2026-09-12T06:01:00Z,0,5.8,22.5
2026-09-12T06:02:00Z,0,1.1,21.1
2026-09-12T06:03:00Z,0,2.6,22.2
2026-09-12T06:04:00Z,0,4.7,21.9
2026-09-12T06:05:00Z,0,9.2,22.9
2026-09-12T06:06:00Z,1,4.7,22.5
2026-09-12T06:07:00Z,1,9.4,21.8
2026-09-12T06:08:00Z,0,4.1,22.2
2026-09-12T06:09:00Z,0,7.0,22.2
2026-09-12T06:10:00Z,0,6.6,21.2
2026-09-12T06:11:00Z,1,3.2,23.5
2026-09-12T06:12:00Z,1,8.4,21.5
2026-09-12T06:13:00Z,1,4.7,23.3
2026-09-12T06:14:00Z,0,2.4,22.9
2026-09-12T06:15:00Z,0,8.0,22.8
2026-09-12T06:16:00Z,0,7.0,21.8
2026-09-12T06:17:00Z,0,6.6,23.2
2026-09-12T06:18:00Z,0,4.4,22.6
2026-09-12T06:19:00Z,1,4.7,22.2
2026-09-12T06:20:00Z,0,4.8,22.0
2026-09-12T06:21:00Z,0,5.1,21.7
2026-09-12T06:22:00Z,0,8.3,22.1
2026-09-12T06:23:00Z,0,7.5,22.9
2026-09-12T06:24:00Z,0,4.3,22.9
2026-09-12T06:25:00Z,0,3.8,22.5
2026-09-12T06:26:00Z,0,7.6,22.3
2026-09-12T06:27:00Z,0,2.1,22.1
2026-09-12T06:28:00Z,0,7.7,22.2
2026-09-12T06:29:00Z,0,3.4,24.4
2026-09-12T06:30:00Z,0,8.4,23.6
2026-09-12T06:31:00Z,0,4.3,23.0
2026-09-12T06:32:00Z,0,3.3,23.2
2026-09-12T06:33:00Z,0,3.9,23.4
2026-09-12T06:34:00Z,0,8.1,23.6
2026-09-12T06:35:00Z,0,3.6,22.6
2026-09-12T06:36:00Z,1,3.0,23.9
2026-09-12T06:37:00Z,0,3.8,23.5
2026-09-12T06:38:00Z,0,3.9,23.0
2026-09-12T06:39:00Z,0,3.0,23.7
2026-09-12T06:40:00Z,0,6.2,23.3
2026-09-12T06:41:00Z,0,3.6,23.3
2026-09-12T06:42:00Z,0,7.1,24.3
2026-09-12T06:43:00Z,0,1.9,23.5
2026-09-12T06:44:00Z,0,4.5,23.5
2026-09-12T06:45:00Z,0,5.0,23.1
2026-09-12T06:46:00Z,0,7.6,22.5
2026-09-12T06:47:00Z,0,3.1,24.1
2026-09-12T06:48:00Z,0,9.4,23.0
2026-09-12T06:49:00Z,0,2.6,22.3
2026-09-12T06:50:00Z,1,8.2,22.8
2026-09-12T06:51:00Z,0,8.0,23.5
2026-09-12T06:52:00Z,0,6.9,23.0
2026-09-12T06:53:00Z,0,4.7,22.8
2026-09-12T06:54:00Z,0,7.4,23.5
2026-09-12T06:55:00Z,0,4.3,24.6
2026-09-12T06:56:00Z,0,3.4,23.3
2026-09-12T06:57:00Z,0,6.7,24.4
2026-09-12T06:58:00Z,1,5.8,24.9
2026-09-12T06:59:00Z,0,1.9,24.2
2026-09-12T07:00:00Z,0,4.8,25.3
2026-09-12T07:01:00Z,0,6.0,23.5
2026-09-12T07:02:00Z,0,2.5,24.7
2026-09-12T07:03:00Z,0,8.4,23.2
2026-09-12T07:04:00Z,0,4.8,23.0
2026-09-12T07:05:00Z,0,2.5,23.3
2026-09-12T07:06:00Z,1,8.8,23.8
2026-09-12T07:07:00Z,0,9.7,23.5
2026-09-12T07:08:00Z,0,4.8,24.3
2026-09-12T07:09:00Z,0,8.4,23.6
2026-09-12T07:10:00Z,0,4.3,24.8
2026-09-12T07:11:00Z,0,6.9,23.0
2026-09-12T07:12:00Z,0,5.6,23.8
2026-09-12T07:13:00Z,0,7.7,22.8
2026-09-12T07:14:00Z,0,6.7,24.1
2026-09-12T07:15:00Z,0,5.0,24.0
2026-09-12T07:16:00Z,0,4.3,22.5
2026-09-12T07:17:00Z,0,1.5,24.1
2026-09-12T07:18:00Z,0,3.8,24.0
2026-09-12T07:19:00Z,0,8.0,24.3
2026-09-12T07:20:00Z,0,5.2,24.6
2026-09-12T07:21:00Z,0,3.7,23.1
2026-09-12T07:22:00Z,0,6.7,25.1
2026-09-12T07:23:00Z,0,5.0,23.6
2026-09-12T07:24:00Z,0,6.1,23.6
2026-09-12T07:25:00Z,1,6.8,23.4
2026-09-12T07:26:00Z,0,3.5,25.3
2026-09-12T07:27:00Z,0,3.8,24.5
2026-09-12T07:28:00Z,0,1.7,23.6
2026-09-12T07:29:00Z,0,1.6,24.4
2026-09-12T07:30:00Z,0,4.7,24.8
2026-09-12T07:31:00Z,0,4.8,23.7
2026-09-12T07:32:00Z,0,4.4,25.0
2026-09-12T07:33:00Z,0,4.4,23.3
2026-09-12T07:34:00Z,0,5.9,24.1
2026-09-12T07:35:00Z,0,5.7,24.5
2026-09-12T07:36:00Z,0,10.2,24.2
2026-09-12T07:37:00Z,0,4.7,23.7
2026-09-12T07:38:00Z,1,7.7,24.3
2026-09-12T07:39:00Z,0,7.1,25.1
2026-09-12T07:40:00Z,0,1.6,24.1
2026-09-12T07:41:00Z,0,3.2,25.1
2026-09-12T07:42:00Z,0,1.7,24.7
2026-09-12T07:43:00Z,0,6.9,24.4
2026-09-12T07:44:00Z,0,8.3,24.3
2026-09-12T07:45:00Z,1,8.2,24.5
2026-09-12T07:46:00Z,1,3.6,25.7
2026-09-12T07:47:00Z,1,2.7,25.7
2026-09-12T07:48:00Z,0,4.6,23.6
2026-09-12T07:49:00Z,1,6.0,25.5
2026-09-12T07:50:00Z,0,4.9,24.2
2026-09-12T07:51:00Z,0,9.5,25.2
2026-09-12T07:52:00Z,0,6.0,25.3
2026-09-12T07:53:00Z,0,6.9,25.0
2026-09-12T07:54:00Z,0,6.8,25.9
2026-09-12T07:55:00Z,0,7.0,23.9
2026-09-12T07:56:00Z,1,2.5,24.1
2026-09-12T07:57:00Z,0,5.8,24.0
2026-09-12T07:58:00Z,1,14.1,25.9
2026-09-12T07:59:00Z,0,7.2,24.6
2026-09-12T08:00:00Z,1,4.6,26.0
2026-09-12T08:01:00Z,0,8.4,24.6
2026-09-12T08:02:00Z,1,4.7,25.8
2026-09-12T08:03:00Z,0,7.4,25.5
2026-09-12T08:04:00Z,0,5.4,24.6
2026-09-12T08:05:00Z,0,3.1,24.2
2026-09-12T08:06:00Z,0,2.1,24.9
2026-09-12T08:07:00Z,0,4.0,25.1
2026-09-12T08:08:00Z,0,6.8,24.6
2026-09-12T08:09:00Z,0,7.2,25.2
2026-09-12T08:10:00Z,0,3.0,25.2
2026-09-12T08:11:00Z,0,7.3,25.0
2026-09-12T08:12:00Z,0,6.3,25.2
2026-09-12T08:13:00Z,0,5.2,25.3
2026-09-12T08:14:00Z,0,8.9,25.4
2026-09-12T08:15:00Z,0,8.0,25.4
2026-09-12T08:16:00Z,0,4.4,24.7
2026-09-12T08:17:00Z,0,6.5,25.8
2026-09-12T08:18:00Z,0,3.7,26.0
2026-09-12T08:19:00Z,0,5.5,25.2
2026-09-12T08:20:00Z,0,5.5,25.3
2026-09-12T08:21:00Z,1,5.2,25.4
2026-09-12T08:22:00Z,0,7.0,25.3
2026-09-12T08:23:00Z,0,3.7,24.9
2026-09-12T08:24:00Z,0,2.0,25.5
2026-09-12T08:25:00Z,0,3.5,24.3
2026-09-12T08:26:00Z,0,4.6,25.7
2026-09-12T08:27:00Z,0,5.4,25.1
2026-09-12T08:28:00Z,1,9.1,25.1
2026-09-12T08:29:00Z,0,0.5,24.2
2026-09-12T08:30:00Z,0,9.6,25.0
2026-09-12T08:31:00Z,0,1.8,25.1
2026-09-12T08:32:00Z,0,1.8,25.6
2026-09-12T08:33:00Z,0,3.9,24.8
2026-09-12T08:34:00Z,0,3.5,24.8
2026-09-12T08:35:00Z,0,7.4,24.8
2026-09-12T08:36:00Z,0,8.1,26.0
2026-09-12T08:37:00Z,0,7.5,25.9
2026-09-12T08:38:00Z,0,4.5,25.4
2026-09-12T08:39:00Z,0,4.7,25.8
2026-09-12T08:40:00Z,0,5.3,26.0
2026-09-12T08:41:00Z,0,5.8,26.2
2026-09-12T08:42:00Z,0,4.7,25.2
2026-09-12T08:43:00Z,1,7.8,26.0
2026-09-12T08:44:00Z,0,2.8,26.5
2026-09-12T08:45:00Z,0,7.7,25.0
2026-09-12T08:46:00Z,0,3.4,25.9
2026-09-12T08:47:00Z,0,4.8,25.7
2026-09-12T08:48:00Z,0,6.6,26.3
2026-09-12T08:49:00Z,0,4.3,25.4
2026-09-12T08:50:00Z,0,2.7,25.9
2026-09-12T08:51:00Z,0,6.5,25.5
2026-09-12T08:52:00Z,0,1.5,26.6
2026-09-12T08:53:00Z,0,2.7,24.8
2026-09-12T08:54:00Z,0,7.9,25.9
2026-09-12T08:55:00Z,0,5.1,25.3
2026-09-12T08:56:00Z,0,8.6,25.5
2026-09-12T08:57:00Z,0,0.0,25.8
2026-09-12T08:58:00Z,0,3.9,25.8
2026-09-12T08:59:00Z,0,3.0,25.2
2026-09-12T09:00:00Z,0,7.9,25.7
2026-09-12T09:01:00Z,0,5.6,25.7
2026-09-12T09:02:00Z,0,6.6,26.5
2026-09-12T09:03:00Z,1,3.4,25.6
2026-09-12T09:04:00Z,0,6.9,25.7
2026-09-12T09:05:00Z,0,8.2,25.7
2026-09-12T09:06:00Z,0,2.8,26.6
2026-09-12T09:07:00Z,1,6.6,25.2
2026-09-12T09:08:00Z,0,2.0,26.8
2026-09-12T09:09:00Z,0,1.7,26.5
2026-09-12T09:10:00Z,0,4.6,26.1
2026-09-12T09:11:00Z,1,5.3,25.9
2026-09-12T09:12:00Z,0,6.1,26.3
2026-09-12T09:13:00Z,0,6.4,25.0
2026-09-12T09:14:00Z,0,3.8,26.7
2026-09-12T09:15:00Z,0,1.2,27.5
2026-09-12T09:16:00Z,0,6.6,27.0
2026-09-12T09:17:00Z,0,3.6,26.8
